Codigo de asignatura,Nombre de asignatura,Carrera,Tipologia de asignatura
3006692,asignatura en otra univer. nacional - preg._1,arquitectura,libre eleccion
3009275,bioprocesos agroindustriales,arquitectura,libre eleccion
3008203,biotecnologia agropecuaria,arquitectura,libre eleccion
3011254,"cambio climatico, paisaje y territorio",arquitectura,libre eleccion
3011200,catedra africanias y sus diasporas en las americas,arquitectura,libre eleccion
3011113,catedra agraria: plantaciones y restauracion forestal,arquitectura,libre eleccion
3007373,catedra antioquia,arquitectura,libre eleccion
3009509,catedra apun-50 anos,arquitectura,libre eleccion
3011144,catedra ciudad y ciudadanias,arquitectura,libre eleccion
1000129-m,"catedra colombiana: ciudadania, integridad y lucha contra la corrupcion",arquitectura,libre eleccion
3007588,catedra de pensamiento ambiental: cambio ambiental global,arquitectura,libre eleccion
3007645,"catedra de sede sobre genero, feminismos y diversidades sexuales: vivir juntxs",arquitectura,libre eleccion
3007786,catedra en ingenieria electrica,arquitectura,libre eleccion
3010348,"catedra estudiantil: universidad, participacion y sociedad",arquitectura,libre eleccion
3009368,catedra gabriel trujillo: mineria y ambiente,arquitectura,libre eleccion
1965-2025,catedra: historia intensa de medellin,arquitectura,libre eleccion
3009065,"catedra ingenieria civil, 100 anos",arquitectura,libre eleccion
3011296,catedra luis antonio restrepo arango:facultad de ciencias humanas; 50 anos construccion conocimiento,arquitectura,libre eleccion
1000134-m,catedra nacional - enarmonia: anclajes imprescindibles para la educacion inclusiva en la unal,arquitectura,libre eleccion
1000159-m,catedra nacional acciones por la sustentabilidad,arquitectura,libre eleccion
1000158-m,catedra nacional ambiental,arquitectura,libre eleccion
1000089-m,catedra nacional de induccion y preparacion para la vida universitaria,arquitectura,libre eleccion
1000160-m,catedra nacional de prompt engineering,arquitectura,libre eleccion
1000147-m,catedra nacional en transicion energetica: aproximacion desde las ciencias de la tierra,arquitectura,libre eleccion
1000145-m,catedra nacional gestion a la adaptacion y cambio climatico en colombia,arquitectura,libre eleccion
1000128-m,"catedra nacional: juntas, juntes y juntos. apuestas desde los estudios feministas y de genero",arquitectura,libre eleccion
1000161-m,catedra pedro nel gomez: centros de pensamiento en ingenieria para la vida,arquitectura,libre eleccion
1000157-m,"catedra proceso constituyente universitario en la unal: perspectiva historica, comparada y situada",arquitectura,libre eleccion
3010712,catedra sobre la felicidad,arquitectura,libre eleccion
3011164,"catedra viajera, arquitecta y urbanismo a traves del viaje",arquitectura,libre eleccion
3006819,citogenetica,arquitectura,libre eleccion
3007527,ciudad y ambiente,arquitectura,libre eleccion
3010929,computacion cuantica,arquitectura,libre eleccion
3007075,conservacion y manejo de vida silvestre,arquitectura,libre eleccion
3011231,construccion social para la practica del habitar,arquitectura,libre eleccion
3007014,control biologico de plagas,arquitectura,libre eleccion
3011293,"crecimiento economico, energia y crisis medio ambiental",arquitectura,libre eleccion
3007016,cultivo de plantas ornamentales,arquitectura,libre eleccion
3010999,"curar, editar y publicar",arquitectura,libre eleccion
3010760,de la secundaria a la universidad,arquitectura,libre eleccion
3009433,de la universidad a la organizacion,arquitectura,libre eleccion
3011145,"del proyecto a la obra, tecnica y dispositivos en la arquitectura del tropico",arquitectura,libre eleccion
3008693,deporte formativo,arquitectura,libre eleccion
3010555,derecho urbanistico,arquitectura,libre eleccion
3009931,economia ecologica,arquitectura,libre eleccion
3011146,economia y marketing,arquitectura,libre eleccion
3006631,ecosistema urbano critico,arquitectura,libre eleccion
3009932,"el cuento, teoria y retoricas del cuento en la literatura latinoamericana",arquitectura,libre eleccion
3010837,el proceso de produccion desde la formacion social,arquitectura,libre eleccion
3011001,el retorno de las brujas: mujeres en la ciencia y equidad de genero en carreras stem,arquitectura,libre eleccion
3011313,ensenanza de las ciencias sociales: metodos y tecnicas.,arquitectura,libre eleccion
3010829,espacio vial y forma urbana,arquitectura,elegibles
3011089,estados fisiologicos y etapas en la produccion animal,arquitectura,libre eleccion
3009510,estimacion de parametros geneticos,arquitectura,libre eleccion
3007548,etica y voluntariado universitario y social,arquitectura,libre eleccion
3010177,fascismo y modernidad,arquitectura,libre eleccion
3010333,fitoquimica,arquitectura,libre eleccion
3011002,fotografia de arquitectura,arquitectura,libre eleccion
3008056,frances a1: explora un mundo,arquitectura,libre eleccion
3008207,frances a2: explora un mundo,arquitectura,libre eleccion
3007036,fruticultura,arquitectura,libre eleccion
3011149,fundamentos de palinologia,arquitectura,libre eleccion
3011229,"futbol, ciudad y espectaculo. estudios socioterritoriales del futbol",arquitectura,libre eleccion
3009602,geografia historica y cultura material,arquitectura,libre eleccion
3006745,habitat i,arquitectura,libre eleccion
3007643,herramientas para emprender,arquitectura,libre eleccion
3007385,hidrologia,arquitectura,libre eleccion
3007235,historia antigua,arquitectura,libre eleccion
3007237,historia de america ii,arquitectura,libre eleccion
3009491,historia de america iii,arquitectura,libre eleccion
3007239,historia de america iv,arquitectura,libre eleccion
3009756,historia de america prehispanica,arquitectura,libre eleccion
3011203,"historia de las mujeres y el genero: teoria, historiografia y fuentes.",arquitectura,libre eleccion
3010608,historia del performance 2,arquitectura,libre eleccion
3007248,historia moderna,arquitectura,libre eleccion
3009447,historia y filosofia de la tecnica,arquitectura,libre eleccion
3009446,historia y literatura. significaciones de lo real y lo ficcional,arquitectura,libre eleccion
3011083,humanidades ambientales i,arquitectura,libre eleccion
3007071,ingenieria electroquimica,arquitectura,libre eleccion
3008949,ingenieria metabolica,arquitectura,libre eleccion
3008105,ingles intensivo b1,arquitectura,libre eleccion
3008115,ingles intensivo b2,arquitectura,libre eleccion
3010125,iniciacion al ejercicio profesional de la arquitectura,arquitectura,libre eleccion
3010196,"innovacion y emprendimiento, de la creatividad a la accion",arquitectura,libre eleccion
3011256,inteligencia artificial aplicada a modelos del territorio,arquitectura,libre eleccion
3006989,introduccion a la electroquimica,arquitectura,libre eleccion
3011187,introduccion a la evaluacion del riesgo ecologico y humano del uso de sustancias quimicas,arquitectura,libre eleccion
3011092,introduccion a la gestion de datos geocientificos,arquitectura,libre eleccion
3009359,introduccion a la ingenieria civil,arquitectura,libre eleccion
3011110,introduccion al pensamiento estetico i,arquitectura,libre eleccion
3011111,introduccion al pensamiento estetico ii,arquitectura,libre eleccion
3009353,introduccion al programa de matematicas,arquitectura,libre eleccion
3010596,la ingenieria del cuerpo humano,arquitectura,libre eleccion
3010952,las tic en la educacion con comunidades vulnerables,arquitectura,libre eleccion
3010341,latin y paleografia medieval,arquitectura,libre eleccion
3011010,literatura e imagen: modos de hacer visible,arquitectura,libre eleccion
3009786,lo sagrado como argumento de jurisdiccion territorial,arquitectura,elegibles
3011095,los chicos no lloran: nuevas masculinidades en ingenierias,arquitectura,libre eleccion
3007561,maquinaria agricola,arquitectura,libre eleccion
3011150,medicion del desarrollo,arquitectura,libre eleccion
3010303,metrologia industrial,arquitectura,libre eleccion
3010344,nutricion y alimentacion de perros y gatos,arquitectura,libre eleccion
3008142,pasantia preg. en otra universidad-intern._1,arquitectura,libre eleccion
3007639,pasantia pregrado - insa 1,arquitectura,libre eleccion
3007641,pasantia pregrado - insa 3,arquitectura,libre eleccion
3006961,pasantia pregrado - paristech 1,arquitectura,libre eleccion
3006750,pasantia pregrado - paristech 3,arquitectura,libre eleccion
3011260,plan b: ingenieria para la vida,arquitectura,libre eleccion
3011317,planificacion minera,arquitectura,libre eleccion
3007627,portugues intensivo,arquitectura,libre eleccion
3007585,practica academica especial 1,arquitectura,libre eleccion
3006664,practica academica especial 10,arquitectura,libre eleccion
3007621,practica academica especial 12,arquitectura,libre eleccion
3007586,practica academica especial 2,arquitectura,libre eleccion
3007587,practica academica especial 3,arquitectura,libre eleccion
3007589,practica academica especial 4,arquitectura,libre eleccion
3007598,practica academica especial 5,arquitectura,libre eleccion
3009496,practica academica especial 6,arquitectura,libre eleccion
3008650,practica academica especial 7,arquitectura,libre eleccion
3006640,practica academica especial 8,arquitectura,libre eleccion
3006641,practica academica especial 9,arquitectura,libre eleccion
3011159,"practica artistica, memorias y patrimonio en el territorio",arquitectura,libre eleccion
3011207,practicas curatoriales,arquitectura,libre eleccion
3006863,procesamiento ceramico,arquitectura,libre eleccion
3006865,proteccion radiologica,arquitectura,libre eleccion
3011096,radio espace: relaciones entre espacio arquitectonico y espacio sonoro,arquitectura,libre eleccion
3010128,reproduccion asistida en animales domesticos,arquitectura,libre eleccion
1000096-m,research seminar,arquitectura,libre eleccion
3011208,restauracion ecologica para el manejo de ecosistemas terrestres,arquitectura,libre eleccion
3011281,retos profesionales ante la poblacion vulnerable urbana y rural,arquitectura,libre eleccion
1000152-m,"salud mental, bienestar emocional y herramientas para la vida - un enfoque interprofesional",arquitectura,libre eleccion
3010185,seminario de ecologia politica,arquitectura,libre eleccion
3008607,sigueme 1,arquitectura,libre eleccion
3008608,sigueme 2,arquitectura,libre eleccion
3011315,sistema de produccion de codornices,arquitectura,libre eleccion
3009665,sistemas de informacion geografica aplicados a la agricultura,arquitectura,libre eleccion
3006808,sistematica vegetal,arquitectura,libre eleccion
3007582,soldadura,arquitectura,libre eleccion
3011282,sostenibilidad y sistemas de produccion animal,arquitectura,libre eleccion
3010903,"suelos tropicales, su origen, evolucion, analisis y manejo",arquitectura,libre eleccion
3010377,taller de historia urbano-arquitectonica: memoria y patrimonio,arquitectura,libre eleccion
3011307,tecnicas bioclimaticas en ambientes interiores,arquitectura,libre eleccion
3011306,tecnologias y culturas digitales,arquitectura,libre eleccion
3007524,termodinamica y revolucion industrial,arquitectura,libre eleccion
3011097,topicos avanzados en derecho ambiental,arquitectura,libre eleccion
3011007,virologia,arquitectura,libre eleccion
3011137,agrogestion de la informacion,artes plasticas,libre eleccion
3006645,aleman a1: explora un mundo,artes plasticas,libre eleccion
3011079,"amor, perdon, reconciliacion en hegel",artes plasticas,libre eleccion
3010579,analisis de la genetica molecular,artes plasticas,libre eleccion
3011199,antropologia filosofica y el problema de la existencia humana,artes plasticas,libre eleccion
3011139,arboles y arquitectura,artes plasticas,libre eleccion
3009211,"arte, ideologia y poder",artes plasticas,libre eleccion
3006638,asignatura en otra univer. internac.-preg._1,artes plasticas,libre eleccion
3006692,asignatura en otra univer. nacional - preg._1,artes plasticas,libre eleccion
3009275,bioprocesos agroindustriales,artes plasticas,libre eleccion
3008203,biotecnologia agropecuaria,artes plasticas,libre eleccion
3011254,"cambio climatico, paisaje y territorio",artes plasticas,libre eleccion
3011200,catedra africanias y sus diasporas en las americas,artes plasticas,libre eleccion
3011113,catedra agraria: plantaciones y restauracion forestal,artes plasticas,libre eleccion
3007373,catedra antioquia,artes plasticas,libre eleccion
3009509,catedra apun-50 anos,artes plasticas,libre eleccion
3011144,catedra ciudad y ciudadanias,artes plasticas,libre eleccion
1000129-m,"catedra colombiana: ciudadania, integridad y lucha contra la corrupcion",artes plasticas,libre eleccion
3007588,catedra de pensamiento ambiental: cambio ambiental global,artes plasticas,libre eleccion
3007645,"catedra de sede sobre genero, feminismos y diversidades sexuales: vivir juntxs",artes plasticas,libre eleccion
3007786,catedra en ingenieria electrica,artes plasticas,libre eleccion
3010348,"catedra estudiantil: universidad, participacion y sociedad",artes plasticas,libre eleccion
3009368,catedra gabriel trujillo: mineria y ambiente,artes plasticas,libre eleccion
1965-2025,catedra: historia intensa de medellin,artes plasticas,libre eleccion
3009065,"catedra ingenieria civil, 100 anos",artes plasticas,libre eleccion
3011296,catedra luis antonio restrepo arango:facultad de ciencias humanas; 50 anos construccion conocimiento,artes plasticas,libre eleccion
1000134-m,catedra nacional - enarmonia: anclajes imprescindibles para la educacion inclusiva en la unal,artes plasticas,libre eleccion
1000159-m,catedra nacional acciones por la sustentabilidad,artes plasticas,libre eleccion
1000158-m,catedra nacional ambiental,artes plasticas,libre eleccion
1000089-m,catedra nacional de induccion y preparacion para la vida universitaria,artes plasticas,libre eleccion
1000160-m,catedra nacional de prompt engineering,artes plasticas,libre eleccion
1000147-m,catedra nacional en transicion energetica: aproximacion desde las ciencias de la tierra,artes plasticas,libre eleccion
1000145-m,catedra nacional gestion a la adaptacion y cambio climatico en colombia,artes plasticas,libre eleccion
1000128-m,"catedra nacional: juntas, juntes y juntos. apuestas desde los estudios feministas y de genero",artes plasticas,libre eleccion
1000161-m,catedra pedro nel gomez: centros de pensamiento en ingenieria para la vida,artes plasticas,libre eleccion
